set_num,name,year,theme_id,num_parts,img_url
EG00132-1,4x TIE Interceptors,2024,158,196,https://cdn.rebrickable.com/media/sets/eg00132-1.jpg
FANEXPO001-1,The Ghost Starship,2014,158,134,https://cdn.rebrickable.com/media/sets/fanexpo001-1.jpg
FANEXPO2015-1,Tatooine Mini-Build (FAN EXPO Version),2015,158,179,https://cdn.rebrickable.com/media/sets/fanexpo2015-1.jpg
K10131-1,Battle of Yavin Collection,2004,158,0,https://cdn.rebrickable.com/media/sets/k10131-1.jpg
K4479-1,TIE Bomber & TIE Fighter Kit,2003,158,0,https://cdn.rebrickable.com/media/sets/k4479-1.jpg
K4480-1,Jabba's Palace Kit,2003,158,0,https://cdn.rebrickable.com/media/sets/k4480-1.jpg
K4482-1,Episode II Final Scene Kit,2003,158,0,https://cdn.rebrickable.com/media/sets/k4482-1.jpg
K4487-1,Star Wars Miniatures Kit I,2003,158,0,https://cdn.rebrickable.com/media/sets/k4487-1.jpg
K4488-1,Star Wars Miniatures Kit II,2003,158,0,https://cdn.rebrickable.com/media/sets/k4488-1.jpg
K4492-1,Star Wars Miniatures Kit III,2004,158,0,https://cdn.rebrickable.com/media/sets/k4492-1.jpg
K7153-1,Episode II Ultimate Action Kit,2002,158,0,https://cdn.rebrickable.com/media/sets/k7153-1.jpg
K7204-1,Jedi Adventure Kit,2002,158,0,https://cdn.rebrickable.com/media/sets/k7204-1.jpg
K720x-1,Story Teller Pack,2002,158,0,https://cdn.rebrickable.com/media/sets/k720x-1.jpg
K7283-1,V-wing Space Battle Collection,2005,158,0,https://cdn.rebrickable.com/media/sets/k7283-1.jpg
K8008-1,Darth Vader / Stormtrooper Kit,2002,18,0,https://cdn.rebrickable.com/media/sets/k8008-1.jpg
L0002231-1,Phase 1 Clone Pilot,2025,158,5,https://cdn.rebrickable.com/media/sets/l0002231-1.jpg
L0002232-1,Night Trooper,2026,158,5,https://cdn.rebrickable.com/media/sets/l0002232-1.jpg
L0002233-1,Phase 2 Clone Pilot,2026,158,5,https://cdn.rebrickable.com/media/sets/l0002233-1.jpg
L0002234-1,Anakin Skywalker,2026,158,6,https://cdn.rebrickable.com/media/sets/l0002234-1.jpg
L0002235-1,Commando Droid,2026,158,6,https://cdn.rebrickable.com/media/sets/l0002235-1.jpg
L0002238-1,327th Star Corps Clone Trooper,2026,158,1,https://cdn.rebrickable.com/media/sets/l0002238-1.jpg
L0002245-1,Jango Fett,2026,158,0,https://cdn.rebrickable.com/media/sets/l0002245-1.jpg
L0002245-2,Jango Fett [Helmet Tin],2026,158,0,https://cdn.rebrickable.com/media/sets/l0002245-2.jpg
LLCA53-1,Han Solo on His Tauntaun,2011,158,338,https://cdn.rebrickable.com/media/sets/llca53-1.jpg
LUKE-1,Luke Skywalker,2019,158,87,https://cdn.rebrickable.com/media/sets/luke-1.jpg
MAY2013-1,Holocron Droid,2013,158,31,https://cdn.rebrickable.com/media/sets/may2013-1.jpg
MAZKANATA-1,Signed Maz Kanata minifigure,2020,158,0,https://cdn.rebrickable.com/media/sets/mazkanata-1.jpg
PORG-1,Porg,2018,158,75,https://cdn.rebrickable.com/media/sets/porg-1.jpg
SDCC2010-1,CubeDude - The Clone Wars Edition,2010,158,416,https://cdn.rebrickable.com/media/sets/sdcc2010-1.jpg
SDCC2015-2,Dagobah Mini-Build,2015,158,177,https://cdn.rebrickable.com/media/sets/sdcc2015-2.jpg
SWCOMIC1-1,X-Wing,2015,158,23,https://cdn.rebrickable.com/media/sets/swcomic1-1.jpg
SWMINIFIGS-1,Star Wars Minifig Packs 4-Pack,2000,158,0,https://cdn.rebrickable.com/media/sets/swminifigs-1.jpg
SWMP-1,Star Wars / M&M Mosaic - Promo Set,2005,158,5462,https://cdn.rebrickable.com/media/sets/swmp-1.jpg
TICKET-1,Star Wars Episode III - Revenge of the Sith Movie Premiere Ticket,2005,158,1,https://cdn.rebrickable.com/media/sets/ticket-1.jpg
TIEFIGHTER-1,TIE Fighter,2014,158,12,https://cdn.rebrickable.com/media/sets/tiefighter-1.jpg
TOYFAIR2005-1,Darth Vader: 56. International Toy Fair Nuernberg,2005,158,4,https://cdn.rebrickable.com/media/sets/toyfair2005-1.jpg
TOYFAIR2005-2,Toy Fair 2005 Star Wars V.I.P. Gala,2005,158,28,https://cdn.rebrickable.com/media/sets/toyfair2005-2.jpg
TOYFAIR2009-1,Darth Vader - Toy Fair 2009 Invitation,2009,158,7,https://cdn.rebrickable.com/media/sets/toyfair2009-1.jpg
TOYFAIR2011-1,Star Wars Miniland Figures (Toy Fair 2011 Collector's Party),2011,158,138,https://cdn.rebrickable.com/media/sets/toyfair2011-1.jpg
TRUBB8-1,BB-8,2017,158,39,https://cdn.rebrickable.com/media/sets/trubb8-1.jpg
TRUFALCON-1,Millennium Falcon,2016,158,44,https://cdn.rebrickable.com/media/sets/trufalcon-1.jpg
TRUGHOST-1,Micro Ghost,2014,158,42,https://cdn.rebrickable.com/media/sets/trughost-1.jpg
TRUJEK14-1,Jek-14 Stealth Fighter,2013,158,40,https://cdn.rebrickable.com/media/sets/trujek14-1.jpg
TRUSWMF-2,Millennium Falcon,2018,158,24,https://cdn.rebrickable.com/media/sets/truswmf-2.jpg
TRUWOOKIE-1,Wookie Gunship,2015,158,41,https://cdn.rebrickable.com/media/sets/truwookie-1.jpg
TRUXWING-1,X-Wing,2014,158,23,https://cdn.rebrickable.com/media/sets/truxwing-1.jpg
TRUXWING2-1,Star Wars X-wing Fighter,2015,158,27,https://cdn.rebrickable.com/media/sets/truxwing2-1.jpg
VP-10,Star Wars Value Pack with Free LEGO Backpack,2003,158,1,https://cdn.rebrickable.com/media/sets/vp-10.jpg
VP-11,Star Wars Co-Pack,2000,158,0,https://cdn.rebrickable.com/media/sets/vp-11.jpg
VP-12,Star Wars Co-Pack,2000,158,0,https://cdn.rebrickable.com/media/sets/vp-12.jpg
VP-2,Star Wars Co-Pack,2001,158,0,https://cdn.rebrickable.com/media/sets/vp-2.jpg
VP-3,Star Wars Co-Pack,2000,158,0,https://cdn.rebrickable.com/media/sets/vp-3.jpg
VP-4,Star Wars Co-Pack,2000,158,0,https://cdn.rebrickable.com/media/sets/vp-4.jpg
VP-8,Star Wars Co-Pack,2000,158,0,https://cdn.rebrickable.com/media/sets/vp-8.jpg
XWING-1,Mini X-Wing Fighter,2019,158,60,https://cdn.rebrickable.com/media/sets/xwing-1.jpg
XWING-2,X-Wing Trench Run,2019,158,52,https://cdn.rebrickable.com/media/sets/xwing-2.jpg
YODACHRON-1,Yoda Chronicles Promotional Set,2013,158,413,https://cdn.rebrickable.com/media/sets/yodachron-1.jpg
